datasetName,errorType,feature,modelName,percentage,epc_at
water_potability.csv,Noisy,Trihalomethanes,GaussianProcessClassifier,0.4,0.8937
water_potability.csv,Outlier,Hardness,RidgeClassifier,0.4,0.8937
water_potability.csv,Noisy,Conductivity,KNeighborsClassifier,0.8,0.8942
water_potability.csv,Outlier,Hardness,ExtraTreesClassifier,0.4,0.8943
water_potability.csv,Missing,Chloramines,MLPClassifier,0.6,0.8947
water_potability.csv,Noisy,Sulfate,GaussianProcessClassifier,0.4,0.8955
water_potability.csv,Labels,Potability,CatBoostClassifier,0.4,0.8957
water_potability.csv,Noisy,Conductivity,QuadraticDiscriminantAnalysis,0.4,0.896
water_potability.csv,Noisy,Conductivity,MLPClassifier,0.6,0.8964
water_potability.csv,Missing,Conductivity,MLPClassifier,0.6,0.8973
water_potability.csv,Noisy,Trihalomethanes,KNeighborsClassifier,0.6,0.8979
water_potability.csv,Noisy,Organic_carbon,RidgeClassifier,0.6,0.8981
water_potability.csv,Labels,Potability,QuadraticDiscriminantAnalysis,0.6,0.8985
water_potability.csv,Noisy,Chloramines,AdaBoostClassifier,0.4,0.8988
water_potability.csv,Noisy,Hardness,RandomForestClassifier,0.8,0.8989
water_potability.csv,Outlier,Conductivity,GaussianNB,0.4,0.8994
water_potability.csv,Outlier,Organic_carbon,LogisticRegression,0.4,0.8994
water_potability.csv,Outlier,Hardness,KNeighborsClassifier,0.8,0.8999
water_potability.csv,Outlier,Organic_carbon,RidgeClassifier,0.4,0.9004
water_potability.csv,Outlier,Hardness,LogisticRegression,0.4,0.9005
water_potability.csv,Noisy,Solids,GaussianNB,0.4,0.9006
water_potability.csv,Noisy,Hardness,RandomForestClassifier,0.6,0.9011
water_potability.csv,Outlier,ph,ExtraTreesClassifier,0.8,0.9015
water_potability.csv,Noisy,Organic_carbon,LinearDiscriminantAnalysis,0.6,0.9018
water_potability.csv,Noisy,Hardness,CatBoostClassifier,0.6,0.9021
water_potability.csv,Noisy,Solids,CatBoostClassifier,0.4,0.9022
water_potability.csv,Noisy,Trihalomethanes,CatBoostClassifier,0.4,0.9022
water_potability.csv,Outlier,Organic_carbon,LinearDiscriminantAnalysis,0.4,0.9022
water_potability.csv,Labels,Potability,ExtraTreesClassifier,0.6,0.9023
water_potability.csv,Noisy,Sulfate,LogisticRegression,0.4,0.9024
water_potability.csv,Outlier,Hardness,LinearDiscriminantAnalysis,0.4,0.9041
water_potability.csv,Noisy,Organic_carbon,GradientBoostingClassifier,0.4,0.9047
water_potability.csv,Noisy,Organic_carbon,LogisticRegression,0.6,0.905
water_potability.csv,Outlier,Sulfate,MLPClassifier,0.4,0.905
water_potability.csv,Outlier,Solids,QuadraticDiscriminantAnalysis,0.4,0.9062
water_potability.csv,Noisy,ph,DecisionTreeClassifier,0.6,0.9075
water_potability.csv,Noisy,Organic_carbon,GaussianNB,0.4,0.9085
water_potability.csv,Noisy,Solids,MLPClassifier,0.4,0.909
water_potability.csv,Outlier,Sulfate,GaussianNB,0.4,0.9114
water_potability.csv,Labels,Potability,KNeighborsClassifier,0.8,0.913
water_potability.csv,Outlier,Chloramines,GaussianNB,0.4,0.9132
water_potability.csv,Outlier,ph,LogisticRegression,0.8,0.9134
water_potability.csv,Noisy,Hardness,GaussianNB,0.6,0.9143
water_potability.csv,Outlier,Solids,MLPClassifier,0.6,0.9146
water_potability.csv,Noisy,Trihalomethanes,GaussianNB,0.4,0.9164
water_potability.csv,Labels,Potability,CatBoostClassifier,0.6,0.9164
water_potability.csv,Outlier,ph,QuadraticDiscriminantAnalysis,0.8,0.9173
water_potability.csv,Noisy,Hardness,GradientBoostingClassifier,0.6,0.9173
water_potability.csv,Labels,Potability,QuadraticDiscriminantAnalysis,0.4,0.9177
water_potability.csv,Outlier,ph,RidgeClassifier,0.8,0.9178
water_potability.csv,Labels,Potability,RandomForestClassifier,0.6,0.9185
water_potability.csv,Noisy,Hardness,GradientBoostingClassifier,0.4,0.9186
water_potability.csv,Noisy,Hardness,CatBoostClassifier,0.8,0.9187
water_potability.csv,Labels,Potability,GaussianProcessClassifier,0.4,0.9204
water_potability.csv,Noisy,Hardness,CatBoostClassifier,0.4,0.9207
water_potability.csv,Noisy,Turbidity,QuadraticDiscriminantAnalysis,0.4,0.921
water_potability.csv,Labels,Potability,KNeighborsClassifier,0.6,0.9213
water_potability.csv,Noisy,Solids,GaussianProcessClassifier,0.6,0.9217
water_potability.csv,Noisy,Conductivity,KNeighborsClassifier,0.4,0.9221
water_potability.csv,Outlier,ph,LinearDiscriminantAnalysis,0.8,0.923
water_potability.csv,Outlier,Sulfate,DecisionTreeClassifier,0.6,0.9246
water_potability.csv,Noisy,ph,AdaBoostClassifier,0.4,0.9247
water_potability.csv,Noisy,Hardness,ExtraTreesClassifier,0.4,0.9259
water_potability.csv,Noisy,Solids,GaussianProcessClassifier,0.8,0.9261
water_potability.csv,Noisy,Hardness,QuadraticDiscriminantAnalysis,0.6,0.9264
water_potability.csv,Noisy,Hardness,RandomForestClassifier,0.4,0.927
water_potability.csv,Outlier,Solids,DecisionTreeClassifier,0.4,0.9274
water_potability.csv,Outlier,Conductivity,AdaBoostClassifier,0.4,0.9284
water_potability.csv,Noisy,Hardness,GaussianNB,0.4,0.9287
water_potability.csv,Noisy,Solids,DecisionTreeClassifier,0.4,0.9289
water_potability.csv,Noisy,Hardness,GaussianNB,0.8,0.9289
water_potability.csv,Noisy,Hardness,GradientBoostingClassifier,0.8,0.9301
water_potability.csv,Outlier,Solids,GaussianNB,0.4,0.9303
water_potability.csv,Labels,Potability,AdaBoostClassifier,0.4,0.9308
water_potability.csv,Noisy,Hardness,RidgeClassifier,0.4,0.9322
water_potability.csv,Noisy,Hardness,LogisticRegression,0.4,0.9329
water_potability.csv,Noisy,Turbidity,ExtraTreesClassifier,0.4,0.9342
water_potability.csv,Outlier,Hardness,QuadraticDiscriminantAnalysis,0.4,0.9345
water_potability.csv,Outlier,ph,GaussianNB,0.6,0.9347
water_potability.csv,Labels,Potability,GaussianNB,0.4,0.9354
water_potability.csv,Noisy,Hardness,LinearDiscriminantAnalysis,0.4,0.9368
water_potability.csv,Labels,Potability,GradientBoostingClassifier,0.8,0.9372
water_potability.csv,Noisy,ph,GradientBoostingClassifier,0.6,0.938
water_potability.csv,Noisy,Sulfate,KNeighborsClassifier,0.4,0.9386
water_potability.csv,Noisy,Hardness,RidgeClassifier,0.8,0.9387
water_potability.csv,Outlier,ph,ExtraTreesClassifier,0.6,0.9394
water_potability.csv,Outlier,Organic_carbon,GaussianNB,0.4,0.9398
water_potability.csv,Outlier,ph,QuadraticDiscriminantAnalysis,0.6,0.94
water_potability.csv,Noisy,Hardness,LogisticRegression,0.8,0.9409
water_potability.csv,Noisy,Hardness,RidgeClassifier,0.6,0.9412
water_potability.csv,Noisy,Trihalomethanes,KNeighborsClassifier,0.4,0.9416
water_potability.csv,Noisy,Hardness,QuadraticDiscriminantAnalysis,0.8,0.9416
water_potability.csv,Noisy,ph,AdaBoostClassifier,0.8,0.9418
water_potability.csv,Noisy,Hardness,LogisticRegression,0.6,0.9418
water_potability.csv,Outlier,Hardness,GaussianNB,0.4,0.9425
water_potability.csv,Missing,Chloramines,MLPClassifier,0.8,0.9439
water_potability.csv,Noisy,ph,ExtraTreesClassifier,0.6,0.9442
water_potability.csv,Outlier,ph,LinearDiscriminantAnalysis,0.6,0.9448
water_potability.csv,Noisy,Organic_carbon,QuadraticDiscriminantAnalysis,0.4,0.9454
water_potability.csv,Noisy,Organic_carbon,RidgeClassifier,0.4,0.946
water_potability.csv,Labels,Potability,GaussianProcessClassifier,0.6,0.9464
water_potability.csv,Labels,Potability,QuadraticDiscriminantAnalysis,0.8,0.9466
water_potability.csv,Outlier,ph,LogisticRegression,0.6,0.9471
water_potability.csv,Labels,Potability,ExtraTreesClassifier,0.8,0.9472
water_potability.csv,Outlier,Sulfate,MLPClassifier,0.6,0.9472
water_potability.csv,Noisy,Hardness,LinearDiscriminantAnalysis,0.6,0.9474
water_potability.csv,Noisy,ph,DecisionTreeClassifier,0.4,0.9484
water_potability.csv,Noisy,Hardness,LinearDiscriminantAnalysis,0.8,0.9503
water_potability.csv,Outlier,ph,RidgeClassifier,0.6,0.953
water_potability.csv,Labels,Potability,AdaBoostClassifier,0.6,0.9531
water_potability.csv,Noisy,Organic_carbon,LinearDiscriminantAnalysis,0.4,0.9535
water_potability.csv,Labels,Potability,GaussianProcessClassifier,0.8,0.9541
water_potability.csv,Outlier,Solids,MLPClassifier,0.4,0.9566
water_potability.csv,Labels,Potability,CatBoostClassifier,0.8,0.9567
water_potability.csv,Labels,Potability,RandomForestClassifier,0.8,0.9591
water_potability.csv,Noisy,Organic_carbon,LogisticRegression,0.4,0.9597
water_potability.csv,Outlier,Sulfate,MLPClassifier,0.8,0.9634
water_potability.csv,Noisy,ph,GradientBoostingClassifier,0.8,0.9646
water_potability.csv,Outlier,ph,LinearDiscriminantAnalysis,0.4,0.9695
water_potability.csv,Outlier,ph,GaussianNB,0.4,0.9714
water_potability.csv,Noisy,ph,ExtraTreesClassifier,0.8,0.9724
water_potability.csv,Labels,Potability,AdaBoostClassifier,0.8,0.974
water_potability.csv,Outlier,ph,RidgeClassifier,0.4,0.974
water_potability.csv,Outlier,ph,QuadraticDiscriminantAnalysis,0.4,0.9762
water_potability.csv,Outlier,ph,LogisticRegression,0.4,0.9774
water_potability.csv,Noisy,ph,CatBoostClassifier,0.8,0.9841
water_potability.csv,Labels,Potability,DecisionTreeClassifier,0.4,0.9849
water_potability.csv,Noisy,ph,CatBoostClassifier,0.6,0.9849
water_potability.csv,Outlier,Solids,AdaBoostClassifier,0.4,0.9892
water_potability.csv,Labels,Potability,DecisionTreeClassifier,0.8,0.9896
water_potability.csv,Noisy,ph,LogisticRegression,0.6,0.9897
water_potability.csv,Noisy,ph,RidgeClassifier,0.6,0.9904
water_potability.csv,Labels,Potability,DecisionTreeClassifier,0.6,0.9911
water_potability.csv,Noisy,ph,LogisticRegression,0.8,0.9913
water_potability.csv,Noisy,ph,RandomForestClassifier,0.8,0.9918
water_potability.csv,Noisy,ph,LinearDiscriminantAnalysis,0.6,0.9935
water_potability.csv,Noisy,ph,RidgeClassifier,0.8,0.9945
water_potability.csv,Noisy,ph,LinearDiscriminantAnalysis,0.8,0.9959
water_potability.csv,Noisy,ph,LogisticRegression,0.4,0.9967
water_potability.csv,Noisy,ph,CatBoostClassifier,0.4,0.997
water_potability.csv,Noisy,ph,LinearDiscriminantAnalysis,0.4,0.9971
water_potability.csv,Noisy,ph,RidgeClassifier,0.4,0.9976
water_potability.csv,Noisy,ph,QuadraticDiscriminantAnalysis,0.4,0.9979
water_potability.csv,Noisy,ph,ExtraTreesClassifier,0.4,0.999
water_potability.csv,Noisy,ph,QuadraticDiscriminantAnalysis,0.6,0.9991
water_potability.csv,Noisy,ph,GaussianNB,0.6,0.9993
water_potability.csv,Outlier,Sulfate,DecisionTreeClassifier,0.4,0.9993
water_potability.csv,Noisy,ph,QuadraticDiscriminantAnalysis,0.8,0.9994
water_potability.csv,Noisy,ph,GaussianNB,0.8,0.9995
water_potability.csv,Noisy,ph,GaussianNB,0.4,0.9997
water_potability.csv,Noisy,ph,RandomForestClassifier,0.6,0.9999
