",",datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1
501,water_potability.csv,Missing,0.2,Trihalomethanes,GradientBoostingClassifier,0.8582,0.4038,0.8082,0.8115,0.8098
502,water_potability.csv,Missing,0.2,Trihalomethanes,AdaBoostClassifier,0.8476,0.4563,0.8041,0.7912,0.7976
503,water_potability.csv,Missing,0.2,Trihalomethanes,DecisionTreeClassifier,0.8171,0.5,0.7959,0.7358,0.7647
504,water_potability.csv,Missing,0.2,Trihalomethanes,KNeighborsClassifier,0.6463,0.4462,0.5061,0.5277,0.5167
505,water_potability.csv,Missing,0.2,Trihalomethanes,GaussianProcessClassifier,0.6402,0.4988,0.5347,0.5178,0.5261
506,water_potability.csv,Missing,0.2,Trihalomethanes,SVC,0.6265,0.5282,0.0,0.0,0.0
507,water_potability.csv,Missing,0.2,Trihalomethanes,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
508,water_potability.csv,Missing,0.2,Trihalomethanes,MLPClassifier,0.5366,0.5042,0.6367,0.4205,0.5065
509,water_potability.csv,Missing,0.2,Trihalomethanes,SGDClassifier,0.6265,,0.0,0.0,0.0
510,water_potability.csv,Missing,0.4,Trihalomethanes,LogisticRegression,0.8537,0.4115,0.8,0.8066,0.8033
511,water_potability.csv,Missing,0.4,Trihalomethanes,QuadraticDiscriminantAnalysis,0.8521,0.4002,0.8,0.8033,0.8016
512,water_potability.csv,Missing,0.4,Trihalomethanes,GaussianNB,0.8628,0.394,0.8,0.827,0.8133
513,water_potability.csv,Missing,0.4,Trihalomethanes,RidgeClassifier,0.8582,,0.8082,0.8115,0.8098
514,water_potability.csv,Missing,0.4,Trihalomethanes,LinearDiscriminantAnalysis,0.8582,0.4177,0.8122,0.8089,0.8106
515,water_potability.csv,Missing,0.4,Trihalomethanes,GradientBoostingClassifier,0.8552,0.4011,0.8,0.8099,0.8049
516,water_potability.csv,Missing,0.4,Trihalomethanes,RandomForestClassifier,0.872,0.4048,0.8245,0.8313,0.8279
517,water_potability.csv,Missing,0.4,Trihalomethanes,CatBoostClassifier,0.8537,0.4326,0.8082,0.8016,0.8049
518,water_potability.csv,Missing,0.4,Trihalomethanes,ExtraTreesClassifier,0.8582,0.3899,0.7878,0.8248,0.8058
519,water_potability.csv,Missing,0.4,Trihalomethanes,AdaBoostClassifier,0.8506,0.4464,0.8204,0.7882,0.804
520,water_potability.csv,Missing,0.4,Trihalomethanes,DecisionTreeClassifier,0.7942,0.5,0.7755,0.7037,0.7379
521,water_potability.csv,Missing,0.4,Trihalomethanes,KNeighborsClassifier,0.6585,0.4431,0.5061,0.5463,0.5254
522,water_potability.csv,Missing,0.4,Trihalomethanes,GaussianProcessClassifier,0.6448,0.4988,0.5224,0.5246,0.5235
523,water_potability.csv,Missing,0.4,Trihalomethanes,SVC,0.6265,0.513,0.0,0.0,0.0
524,water_potability.csv,Missing,0.4,Trihalomethanes,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
525,water_potability.csv,Missing,0.4,Trihalomethanes,MLPClassifier,0.4893,0.5108,0.7265,0.3991,0.5152
526,water_potability.csv,Missing,0.4,Trihalomethanes,SGDClassifier,0.3735,,1.0,0.3735,0.5438
527,water_potability.csv,Missing,0.6,Trihalomethanes,LogisticRegression,0.8567,0.4109,0.7959,0.8159,0.8058
528,water_potability.csv,Missing,0.6,Trihalomethanes,GaussianNB,0.8613,0.3948,0.8,0.8235,0.8116
529,water_potability.csv,Missing,0.6,Trihalomethanes,RidgeClassifier,0.8628,,0.8041,0.8243,0.814
530,water_potability.csv,Missing,0.6,Trihalomethanes,QuadraticDiscriminantAnalysis,0.8582,0.3977,0.8,0.8167,0.8082
531,water_potability.csv,Missing,0.6,Trihalomethanes,LinearDiscriminantAnalysis,0.8628,0.4171,0.8041,0.8243,0.814
532,water_potability.csv,Missing,0.6,Trihalomethanes,CatBoostClassifier,0.8491,0.4264,0.7959,0.7992,0.7975
533,water_potability.csv,Missing,0.6,Trihalomethanes,RandomForestClassifier,0.8582,0.4134,0.8,0.8167,0.8082
534,water_potability.csv,Missing,0.6,Trihalomethanes,GradientBoostingClassifier,0.8506,0.399,0.7878,0.8075,0.7975
535,water_potability.csv,Missing,0.6,Trihalomethanes,ExtraTreesClassifier,0.8521,0.3885,0.7755,0.819,0.7966
536,water_potability.csv,Missing,0.6,Trihalomethanes,AdaBoostClassifier,0.8491,0.4552,0.8082,0.792,0.8
537,water_potability.csv,Missing,0.6,Trihalomethanes,DecisionTreeClassifier,0.7988,0.5,0.751,0.7216,0.736
538,water_potability.csv,Missing,0.6,Trihalomethanes,KNeighborsClassifier,0.6463,0.4439,0.4939,0.5284,0.5105
539,water_potability.csv,Missing,0.6,Trihalomethanes,GaussianProcessClassifier,0.6387,0.4976,0.5265,0.516,0.5212
540,water_potability.csv,Missing,0.6,Trihalomethanes,SVC,0.6265,0.4605,0.0,0.0,0.0
541,water_potability.csv,Missing,0.6,Trihalomethanes,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
542,water_potability.csv,Missing,0.6,Trihalomethanes,MLPClassifier,0.628,0.4004,0.0041,1.0,0.0081
543,water_potability.csv,Missing,0.6,Trihalomethanes,SGDClassifier,0.3735,,1.0,0.3735,0.5438
544,water_potability.csv,Missing,0.8,Trihalomethanes,LogisticRegression,0.8628,0.4046,0.7959,0.8298,0.8125
545,water_potability.csv,Missing,0.8,Trihalomethanes,QuadraticDiscriminantAnalysis,0.8567,0.3665,0.7714,0.8326,0.8008
546,water_potability.csv,Missing,0.8,Trihalomethanes,LinearDiscriminantAnalysis,0.8598,0.4166,0.8041,0.8174,0.8107
547,water_potability.csv,Missing,0.8,Trihalomethanes,RidgeClassifier,0.8628,,0.8041,0.8243,0.814
548,water_potability.csv,Missing,0.8,Trihalomethanes,GaussianNB,0.8567,0.3606,0.7673,0.8356,0.8
549,water_potability.csv,Missing,0.8,Trihalomethanes,CatBoostClassifier,0.8598,0.4219,0.8,0.8201,0.8099
550,water_potability.csv,Missing,0.8,Trihalomethanes,RandomForestClassifier,0.8521,0.4071,0.7837,0.8136,0.7983
551,water_potability.csv,Missing,0.8,Trihalomethanes,GradientBoostingClassifier,0.8476,0.39,0.7878,0.8008,0.7942
552,water_potability.csv,Missing,0.8,Trihalomethanes,ExtraTreesClassifier,0.8628,0.3872,0.7918,0.8326,0.8117
553,water_potability.csv,Missing,0.8,Trihalomethanes,AdaBoostClassifier,0.8491,0.4419,0.8082,0.792,0.8
554,water_potability.csv,Missing,0.8,Trihalomethanes,DecisionTreeClassifier,0.7927,0.5,0.7469,0.7121,0.7291
555,water_potability.csv,Missing,0.8,Trihalomethanes,KNeighborsClassifier,0.6387,0.4392,0.4612,0.5183,0.4881
556,water_potability.csv,Missing,0.8,Trihalomethanes,GaussianProcessClassifier,0.6341,0.4976,0.5224,0.51,0.5161
557,water_potability.csv,Missing,0.8,Trihalomethanes,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
558,water_potability.csv,Missing,0.8,Trihalomethanes,SVC,0.6265,0.4543,0.0,0.0,0.0
559,water_potability.csv,Missing,0.8,Trihalomethanes,MLPClassifier,0.628,0.4491,0.0163,0.5714,0.0317
560,water_potability.csv,Missing,0.8,Trihalomethanes,SGDClassifier,0.6296,,0.0286,0.5833,0.0545
561,water_potability.csv,Missing,0.2,Turbidity,QuadraticDiscriminantAnalysis,0.8552,0.4001,0.8,0.8099,0.8049
562,water_potability.csv,Missing,0.2,Turbidity,GaussianNB,0.8582,0.3954,0.8,0.8167,0.8082
563,water_potability.csv,Missing,0.2,Turbidity,RidgeClassifier,0.8598,,0.8082,0.8148,0.8115
564,water_potability.csv,Missing,0.2,Turbidity,LogisticRegression,0.8491,0.4134,0.7959,0.7992,0.7975
565,water_potability.csv,Missing,0.2,Turbidity,LinearDiscriminantAnalysis,0.8613,0.4158,0.8122,0.8156,0.8139
566,water_potability.csv,Missing,0.2,Turbidity,CatBoostClassifier,0.8521,0.4233,0.7959,0.8058,0.8008
567,water_potability.csv,Missing,0.2,Turbidity,RandomForestClassifier,0.8537,0.4041,0.7837,0.817,0.8
568,water_potability.csv,Missing,0.2,Turbidity,ExtraTreesClassifier,0.8598,0.4044,0.7837,0.8312,0.8067
569,water_potability.csv,Missing,0.2,Turbidity,AdaBoostClassifier,0.8552,0.4486,0.8122,0.8024,0.8073
570,water_potability.csv,Missing,0.2,Turbidity,GradientBoostingClassifier,0.8506,0.3965,0.7878,0.8075,0.7975
571,water_potability.csv,Missing,0.2,Turbidity,DecisionTreeClassifier,0.8018,0.5,0.7714,0.7186,0.7441
572,water_potability.csv,Missing,0.2,Turbidity,KNeighborsClassifier,0.6463,0.4487,0.5102,0.5274,0.5187
573,water_potability.csv,Missing,0.2,Turbidity,GaussianProcessClassifier,0.6326,0.5,0.5306,0.5078,0.519
574,water_potability.csv,Missing,0.2,Turbidity,SVC,0.6265,0.5199,0.0,0.0,0.0
575,water_potability.csv,Missing,0.2,Turbidity,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
576,water_potability.csv,Missing,0.2,Turbidity,MLPClassifier,0.5122,0.5257,0.7224,0.4126,0.5252
577,water_potability.csv,Missing,0.2,Turbidity,SGDClassifier,0.6265,,0.0,0.0,0.0
578,water_potability.csv,Missing,0.4,Turbidity,QuadraticDiscriminantAnalysis,0.8552,0.4009,0.8,0.8099,0.8049
579,water_potability.csv,Missing,0.4,Turbidity,GaussianNB,0.8598,0.3976,0.8082,0.8148,0.8115
580,water_potability.csv,Missing,0.4,Turbidity,LogisticRegression,0.8521,0.413,0.7959,0.8058,0.8008
581,water_potability.csv,Missing,0.4,Turbidity,RidgeClassifier,0.8582,,0.8082,0.8115,0.8098
582,water_potability.csv,Missing,0.4,Turbidity,LinearDiscriminantAnalysis,0.8598,0.417,0.8122,0.8122,0.8122
583,water_potability.csv,Missing,0.4,Turbidity,CatBoostClassifier,0.8506,0.4165,0.7959,0.8025,0.7992
584,water_potability.csv,Missing,0.4,Turbidity,RandomForestClassifier,0.8613,0.4014,0.7959,0.8263,0.8108
585,water_potability.csv,Missing,0.4,Turbidity,GradientBoostingClassifier,0.8537,0.3809,0.7878,0.8143,0.8008
586,water_potability.csv,Missing,0.4,Turbidity,AdaBoostClassifier,0.8506,0.4309,0.8041,0.7976,0.8008
587,water_potability.csv,Missing,0.4,Turbidity,ExtraTreesClassifier,0.8659,0.3919,0.8082,0.8285,0.8182
588,water_potability.csv,Missing,0.4,Turbidity,DecisionTreeClassifier,0.7957,0.5,0.7714,0.7079,0.7383
589,water_potability.csv,Missing,0.4,Turbidity,KNeighborsClassifier,0.6463,0.4474,0.5102,0.5274,0.5187
590,water_potability.csv,Missing,0.4,Turbidity,GaussianProcessClassifier,0.6311,0.5,0.5306,0.5058,0.5179
591,water_potability.csv,Missing,0.4,Turbidity,SVC,0.6265,0.5178,0.0,0.0,0.0
592,water_potability.csv,Missing,0.4,Turbidity,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
593,water_potability.csv,Missing,0.4,Turbidity,MLPClassifier,0.5015,0.5236,0.7306,0.4068,0.5226
594,water_potability.csv,Missing,0.4,Turbidity,SGDClassifier,0.6265,,0.0,0.0,0.0
595,water_potability.csv,Missing,0.6,Turbidity,QuadraticDiscriminantAnalysis,0.8552,0.3948,0.7959,0.8125,0.8041
596,water_potability.csv,Missing,0.6,Turbidity,LogisticRegression,0.8537,0.4109,0.8,0.8066,0.8033
597,water_potability.csv,Missing,0.6,Turbidity,GaussianNB,0.8643,0.3921,0.8122,0.8223,0.8172
598,water_potability.csv,Missing,0.6,Turbidity,LinearDiscriminantAnalysis,0.8628,0.4167,0.8122,0.8189,0.8156
599,water_potability.csv,Missing,0.6,Turbidity,RidgeClassifier,0.8613,,0.8082,0.8182,0.8131
600,water_potability.csv,Missing,0.6,Turbidity,CatBoostClassifier,0.8537,0.4163,0.7959,0.8091,0.8025
601,water_potability.csv,Missing,0.6,Turbidity,ExtraTreesClassifier,0.8598,0.3993,0.7918,0.8255,0.8083
602,water_potability.csv,Missing,0.6,Turbidity,RandomForestClassifier,0.8598,0.3948,0.7918,0.8255,0.8083
603,water_potability.csv,Missing,0.6,Turbidity,GradientBoostingClassifier,0.8521,0.3984,0.8,0.8033,0.8016
604,water_potability.csv,Missing,0.6,Turbidity,AdaBoostClassifier,0.8552,0.4477,0.8163,0.8,0.8081
605,water_potability.csv,Missing,0.6,Turbidity,DecisionTreeClassifier,0.7942,0.5,0.7388,0.7183,0.7284
606,water_potability.csv,Missing,0.6,Turbidity,KNeighborsClassifier,0.6463,0.4484,0.5102,0.5274,0.5187
607,water_potability.csv,Missing,0.6,Turbidity,GaussianProcessClassifier,0.6296,0.5,0.5306,0.5039,0.5169
608,water_potability.csv,Missing,0.6,Turbidity,SVC,0.6265,0.514,0.0,0.0,0.0
609,water_potability.csv,Missing,0.6,Turbidity,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
610,water_potability.csv,Missing,0.6,Turbidity,MLPClassifier,0.5076,0.5107,0.698,0.4071,0.5143
611,water_potability.csv,Missing,0.6,Turbidity,SGDClassifier,0.6265,,0.0,0.0,0.0
612,water_potability.csv,Missing,0.8,Turbidity,LogisticRegression,0.8506,0.4104,0.7959,0.8025,0.7992
613,water_potability.csv,Missing,0.8,Turbidity,LinearDiscriminantAnalysis,0.8582,0.4167,0.8082,0.8115,0.8098
614,water_potability.csv,Missing,0.8,Turbidity,GaussianNB,0.8613,0.3949,0.8163,0.813,0.8147
615,water_potability.csv,Missing,0.8,Turbidity,QuadraticDiscriminantAnalysis,0.8552,0.3989,0.8,0.8099,0.8049
616,water_potability.csv,Missing,0.8,Turbidity,RandomForestClassifier,0.8552,0.4093,0.7837,0.8205,0.8017
617,water_potability.csv,Missing,0.8,Turbidity,RidgeClassifier,0.8598,,0.8082,0.8148,0.8115
618,water_potability.csv,Missing,0.8,Turbidity,CatBoostClassifier,0.8506,0.4087,0.8,0.8,0.8
619,water_potability.csv,Missing,0.8,Turbidity,GradientBoostingClassifier,0.8506,0.4009,0.7837,0.8101,0.7967
620,water_potability.csv,Missing,0.8,Turbidity,ExtraTreesClassifier,0.8537,0.3946,0.7918,0.8117,0.8017
621,water_potability.csv,Missing,0.8,Turbidity,AdaBoostClassifier,0.8567,0.4348,0.8041,0.8107,0.8074
622,water_potability.csv,Missing,0.8,Turbidity,DecisionTreeClassifier,0.782,0.5,0.7184,0.704,0.7111
623,water_potability.csv,Missing,0.8,Turbidity,KNeighborsClassifier,0.6463,0.4462,0.5102,0.5274,0.5187
624,water_potability.csv,Missing,0.8,Turbidity,GaussianProcessClassifier,0.6311,0.5,0.5306,0.5058,0.5179
625,water_potability.csv,Missing,0.8,Turbidity,SVC,0.6265,0.5158,0.0,0.0,0.0
626,water_potability.csv,Missing,0.8,Turbidity,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
627,water_potability.csv,Missing,0.8,Turbidity,MLPClassifier,0.5107,0.5198,0.7592,0.4152,0.5368
628,water_potability.csv,Missing,0.8,Turbidity,SGDClassifier,0.5457,,0.4082,0.3953,0.4016
629,water_potability.csv,DuplicatedAll,0.2,Potability,RandomForestClassifier,0.8491,0.3868,0.7633,0.8202,0.7907
630,water_potability.csv,DuplicatedAll,0.2,Potability,ExtraTreesClassifier,0.8445,0.381,0.7592,0.8122,0.7848
631,water_potability.csv,DuplicatedAll,0.2,Potability,CatBoostClassifier,0.8613,0.413,0.7796,0.8377,0.8076
632,water_potability.csv,DuplicatedAll,0.2,Potability,GradientBoostingClassifier,0.8552,0.3863,0.7755,0.8261,0.8
633,water_potability.csv,DuplicatedAll,0.2,Potability,GaussianNB,0.8613,0.3602,0.7959,0.8263,0.8108
634,water_potability.csv,DuplicatedAll,0.2,Potability,LogisticRegression,0.8582,0.3885,0.7755,0.8333,0.8034
635,water_potability.csv,DuplicatedAll,0.2,Potability,RidgeClassifier,0.8674,,0.7959,0.8405,0.8176
636,water_potability.csv,DuplicatedAll,0.2,Potability,QuadraticDiscriminantAnalysis,0.8552,0.3733,0.7673,0.8319,0.7983
637,water_potability.csv,DuplicatedAll,0.2,Potability,LinearDiscriminantAnalysis,0.8643,0.3994,0.7959,0.8333,0.8142
638,water_potability.csv,DuplicatedAll,0.2,Potability,AdaBoostClassifier,0.8476,0.4607,0.7918,0.7984,0.7951
639,water_potability.csv,DuplicatedAll,0.2,Potability,DecisionTreeClassifier,0.8003,0.5,0.7347,0.7317,0.7332
640,water_potability.csv,DuplicatedAll,0.2,Potability,KNeighborsClassifier,0.6463,0.4704,0.4816,0.5291,0.5043
641,water_potability.csv,DuplicatedAll,0.2,Potability,GaussianProcessClassifier,0.6204,0.5,0.5265,0.4924,0.5089
642,water_potability.csv,DuplicatedAll,0.2,Potability,SVC,0.6265,0.4758,0.0,0.0,0.0
643,water_potability.csv,DuplicatedAll,0.2,Potability,MLPClassifier,0.3704,0.5124,0.9878,0.3712,0.5396
644,water_potability.csv,DuplicatedAll,0.2,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
645,water_potability.csv,DuplicatedAll,0.2,Potability,SGDClassifier,0.3735,,1.0,0.3735,0.5438
646,water_potability.csv,DuplicatedAll,0.4,Potability,RandomForestClassifier,0.8613,0.3688,0.7837,0.8348,0.8084
647,water_potability.csv,DuplicatedAll,0.4,Potability,ExtraTreesClassifier,0.8643,0.3786,0.8,0.8305,0.815
648,water_potability.csv,DuplicatedAll,0.4,Potability,CatBoostClassifier,0.8552,0.4122,0.7755,0.8261,0.8
649,water_potability.csv,DuplicatedAll,0.4,Potability,GradientBoostingClassifier,0.843,0.3704,0.7633,0.806,0.7841
650,water_potability.csv,DuplicatedAll,0.4,Potability,LogisticRegression,0.8552,0.3819,0.7673,0.8319,0.7983
651,water_potability.csv,DuplicatedAll,0.4,Potability,RidgeClassifier,0.8582,,0.7755,0.8333,0.8034
652,water_potability.csv,DuplicatedAll,0.4,Potability,LinearDiscriminantAnalysis,0.8613,0.391,0.7837,0.8348,0.8084
653,water_potability.csv,DuplicatedAll,0.4,Potability,QuadraticDiscriminantAnalysis,0.8613,0.3637,0.7755,0.8407,0.8068
654,water_potability.csv,DuplicatedAll,0.4,Potability,GaussianNB,0.8598,0.3594,0.7755,0.837,0.8051
655,water_potability.csv,DuplicatedAll,0.4,Potability,AdaBoostClassifier,0.8354,0.4242,0.7633,0.789,0.7759
656,water_potability.csv,DuplicatedAll,0.4,Potability,DecisionTreeClassifier,0.8155,0.5,0.7633,0.748,0.7556
657,water_potability.csv,DuplicatedAll,0.4,Potability,KNeighborsClassifier,0.6448,0.4789,0.4898,0.5263,0.5074
658,water_potability.csv,DuplicatedAll,0.4,Potability,GaussianProcessClassifier,0.628,0.5,0.5224,0.502,0.512
659,water_potability.csv,DuplicatedAll,0.4,Potability,SVC,0.6265,0.4709,0.0,0.0,0.0
660,water_potability.csv,DuplicatedAll,0.4,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
661,water_potability.csv,DuplicatedAll,0.4,Potability,MLPClassifier,0.6265,0.3517,0.0,0.0,0.0
662,water_potability.csv,DuplicatedAll,0.4,Potability,SGDClassifier,0.6265,,0.0,0.0,0.0
663,water_potability.csv,DuplicatedAll,0.6,Potability,CatBoostClassifier,0.8598,0.4054,0.7673,0.843,0.8034
664,water_potability.csv,DuplicatedAll,0.6,Potability,RandomForestClassifier,0.8643,0.3817,0.7673,0.8545,0.8086
665,water_potability.csv,DuplicatedAll,0.6,Potability,ExtraTreesClassifier,0.8521,0.3641,0.751,0.8364,0.7914
666,water_potability.csv,DuplicatedAll,0.6,Potability,GradientBoostingClassifier,0.8567,0.3682,0.7755,0.8297,0.8017
667,water_potability.csv,DuplicatedAll,0.6,Potability,DecisionTreeClassifier,0.7729,0.5,0.6776,0.7034,0.6902
668,water_potability.csv,DuplicatedAll,0.6,Potability,AdaBoostClassifier,0.8567,0.4262,0.7878,0.8213,0.8042
669,water_potability.csv,DuplicatedAll,0.6,Potability,LogisticRegression,0.8628,0.3756,0.7714,0.8475,0.8077
670,water_potability.csv,DuplicatedAll,0.6,Potability,GaussianNB,0.8598,0.3505,0.7673,0.843,0.8034
671,water_potability.csv,DuplicatedAll,0.6,Potability,LinearDiscriminantAnalysis,0.8689,0.3858,0.7878,0.8502,0.8178
672,water_potability.csv,DuplicatedAll,0.6,Potability,RidgeClassifier,0.8659,,0.7796,0.8489,0.8128
673,water_potability.csv,DuplicatedAll,0.6,Potability,QuadraticDiscriminantAnalysis,0.8628,0.3595,0.7755,0.8444,0.8085
674,water_potability.csv,DuplicatedAll,0.6,Potability,KNeighborsClassifier,0.6631,0.4466,0.4939,0.555,0.5227
675,water_potability.csv,DuplicatedAll,0.6,Potability,GaussianProcessClassifier,0.6341,0.5,0.5102,0.5102,0.5102
676,water_potability.csv,DuplicatedAll,0.6,Potability,SVC,0.6265,0.4536,0.0,0.0,0.0
677,water_potability.csv,DuplicatedAll,0.6,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
678,water_potability.csv,DuplicatedAll,0.6,Potability,MLPClassifier,0.6265,0.3647,0.0,0.0,0.0
679,water_potability.csv,DuplicatedAll,0.6,Potability,SGDClassifier,0.6265,,0.0,0.0,0.0
680,water_potability.csv,DuplicatedAll,0.8,Potability,CatBoostClassifier,0.8552,0.4005,0.7673,0.8319,0.7983
681,water_potability.csv,DuplicatedAll,0.8,Potability,ExtraTreesClassifier,0.8537,0.3573,0.7592,0.8341,0.7949
682,water_potability.csv,DuplicatedAll,0.8,Potability,RandomForestClassifier,0.8567,0.3674,0.751,0.8479,0.7965
683,water_potability.csv,DuplicatedAll,0.8,Potability,GradientBoostingClassifier,0.8552,0.3596,0.7592,0.8378,0.7966
684,water_potability.csv,DuplicatedAll,0.8,Potability,DecisionTreeClassifier,0.8155,0.5,0.7469,0.7562,0.7515
685,water_potability.csv,DuplicatedAll,0.8,Potability,AdaBoostClassifier,0.8567,0.4353,0.7796,0.8268,0.8025
686,water_potability.csv,DuplicatedAll,0.8,Potability,LogisticRegression,0.8598,0.3685,0.7592,0.8493,0.8017
687,water_potability.csv,DuplicatedAll,0.8,Potability,GaussianNB,0.8628,0.3416,0.7714,0.8475,0.8077
688,water_potability.csv,DuplicatedAll,0.8,Potability,LinearDiscriminantAnalysis,0.8643,0.3825,0.7796,0.8451,0.811
689,water_potability.csv,DuplicatedAll,0.8,Potability,RidgeClassifier,0.8643,,0.7755,0.8482,0.8102
690,water_potability.csv,DuplicatedAll,0.8,Potability,QuadraticDiscriminantAnalysis,0.8582,0.3552,0.7673,0.8393,0.8017
691,water_potability.csv,DuplicatedAll,0.8,Potability,KNeighborsClassifier,0.6601,0.472,0.498,0.5495,0.5225
692,water_potability.csv,DuplicatedAll,0.8,Potability,GaussianProcessClassifier,0.6296,0.5,0.502,0.5041,0.5031
693,water_potability.csv,DuplicatedAll,0.8,Potability,SVC,0.6265,0.4618,0.0,0.0,0.0
694,water_potability.csv,DuplicatedAll,0.8,Potability,MLPClassifier,0.628,0.3797,0.0041,1.0,0.0081
695,water_potability.csv,DuplicatedAll,0.8,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
696,water_potability.csv,DuplicatedAll,0.8,Potability,SGDClassifier,0.3735,,1.0,0.3735,0.5438
697,water_potability.csv,Labels,0.2,Potability,GaussianNB,0.8476,0.4992,0.8571,0.7636,0.8077
698,water_potability.csv,Labels,0.2,Potability,LinearDiscriminantAnalysis,0.8643,0.4768,0.849,0.8,0.8238
699,water_potability.csv,Labels,0.2,Potability,LogisticRegression,0.8613,0.4735,0.849,0.7939,0.8205
700,water_potability.csv,Labels,0.2,Potability,RidgeClassifier,0.8628,,0.849,0.7969,0.8221
701,water_potability.csv,Labels,0.2,Potability,QuadraticDiscriminantAnalysis,0.8338,0.4777,0.8,0.7656,0.7824
702,water_potability.csv,Labels,0.2,Potability,ExtraTreesClassifier,0.8582,0.4257,0.849,0.7879,0.8173
703,water_potability.csv,Labels,0.2,Potability,CatBoostClassifier,0.8415,0.4524,0.8367,0.7621,0.7977
704,water_potability.csv,Labels,0.2,Potability,GradientBoostingClassifier,0.8399,0.4353,0.8327,0.7612,0.7953
705,water_potability.csv,Labels,0.2,Potability,RandomForestClassifier,0.8476,0.4549,0.8531,0.7656,0.8069
706,water_potability.csv,Labels,0.2,Potability,AdaBoostClassifier,0.8125,0.4348,0.7878,0.7311,0.7583
707,water_potability.csv,Labels,0.2,Potability,DecisionTreeClassifier,0.6677,0.5,0.6245,0.5484,0.584
708,water_potability.csv,Labels,0.2,Potability,KNeighborsClassifier,0.625,0.4996,0.5714,0.4982,0.5323
709,water_potability.csv,Labels,0.2,Potability,GaussianProcessClassifier,0.5915,0.5,0.5673,0.4618,0.5092
710,water_potability.csv,Labels,0.2,Potability,SVC,0.6265,0.5391,0.0,0.0,0.0
711,water_potability.csv,Labels,0.2,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
712,water_potability.csv,Labels,0.2,Potability,MLPClassifier,0.6265,0.3841,0.0,0.0,0.0
713,water_potability.csv,Labels,0.2,Potability,SGDClassifier,0.3735,,1.0,0.3735,0.5438
714,water_potability.csv,Labels,0.4,Potability,RidgeClassifier,0.8232,,0.8367,0.7295,0.7795
715,water_potability.csv,Labels,0.4,Potability,GaussianNB,0.8247,0.5066,0.8408,0.7305,0.7818
716,water_potability.csv,Labels,0.4,Potability,LinearDiscriminantAnalysis,0.8216,0.4964,0.8327,0.7286,0.7771
717,water_potability.csv,Labels,0.4,Potability,QuadraticDiscriminantAnalysis,0.7256,0.4484,0.6939,0.6182,0.6538
718,water_potability.csv,Labels,0.4,Potability,LogisticRegression,0.8293,0.4929,0.8327,0.7418,0.7846
719,water_potability.csv,Labels,0.4,Potability,ExtraTreesClassifier,0.7027,0.494,0.6735,0.5893,0.6286
720,water_potability.csv,Labels,0.4,Potability,GradientBoostingClassifier,0.7287,0.4664,0.7347,0.6143,0.6691
721,water_potability.csv,Labels,0.4,Potability,CatBoostClassifier,0.6905,0.4653,0.7224,0.5673,0.6355
722,water_potability.csv,Labels,0.4,Potability,RandomForestClassifier,0.6936,0.5056,0.6939,0.5743,0.6285
723,water_potability.csv,Labels,0.4,Potability,GaussianProcessClassifier,0.5396,0.5,0.5347,0.4107,0.4645
724,water_potability.csv,Labels,0.4,Potability,KNeighborsClassifier,0.5366,0.5047,0.4857,0.4007,0.4391
725,water_potability.csv,Labels,0.4,Potability,SVC,0.6189,0.5275,0.0,0.0,0.0
726,water_potability.csv,Labels,0.4,Potability,DecisionTreeClassifier,0.5869,0.5,0.5673,0.4572,0.5064
727,water_potability.csv,Labels,0.4,Potability,DummyClassifier,0.6265,0.5,0.0,0.0,0.0
728,water_potability.csv,Labels,0.4,Potability,MLPClassifier,0.6265,0.4055,0.0,0.0,0.0
729,water_potability.csv,Labels,0.4,Potability,AdaBoostClassifier,0.657,0.476,0.5959,0.5368,0.5648
730,water_potability.csv,Labels,0.4,Potability,SGDClassifier,0.3735,,1.0,0.3735,0.5438
731,water_potability.csv,Labels,0.6,Potability,GaussianNB,0.186,0.4335,0.2082,0.1304,0.1604
732,water_potability.csv,Labels,0.6,Potability,GradientBoostingClassifier,0.2957,0.4763,0.3306,0.2137,0.2596
733,water_potability.csv,Labels,0.6,Potability,RandomForestClassifier,0.3399,0.4999,0.3592,0.2418,0.289
734,water_potability.csv,Labels,0.6,Potability,RidgeClassifier,0.1784,,0.2612,0.1517,0.1919
735,water_potability.csv,Labels,0.6,Potability,LinearDiscriminantAnalysis,0.1784,0.3868,0.2612,0.1517,0.1919
736,water_potability.csv,Labels,0.6,Potability,LogisticRegression,0.1799,0.3855,0.2571,0.1504,0.1898
