",",datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1
159,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,DecisionTreeClassifier,0.7744,0.5446,0.6634,0.6505,0.6569
160,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,AdaBoostClassifier,0.7959,0.4613,0.5446,0.7604,0.6346
161,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,KNeighborsClassifier,0.7734,0.4915,0.5446,0.6933,0.61
162,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,RidgeClassifier,0.7293,,0.429,0.622,0.5078
163,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,LinearDiscriminantAnalysis,0.7218,0.3673,0.4389,0.5991,0.5067
164,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,LogisticRegression,0.724,0.3886,0.429,0.6075,0.5029
165,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,GaussianNB,0.6853,0.4167,0.5182,0.5164,0.5173
166,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,DummyClassifier,0.6745,0.5,0.0,0.0,0.0
167,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,MLPClassifier,0.6745,0.3337,0.0,0.0,0.0
168,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,QuadraticDiscriminantAnalysis,0.7003,0.5559,0.637,0.5331,0.5805
169,Employee.csv,Missing,0.2,ExperienceInCurrentDomain,SGDClassifier,0.6745,,0.0,0.0,0.0
170,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,CatBoostClassifier,0.8475,0.6205,0.67,0.8286,0.7409
171,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,GradientBoostingClassifier,0.826,0.5809,0.6304,0.7925,0.7022
172,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,SVC,0.8056,0.4984,0.5842,0.7629,0.6617
173,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,RandomForestClassifier,0.8067,0.5986,0.6766,0.7143,0.6949
174,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,GaussianProcessClassifier,0.7981,0.4209,0.538,0.7725,0.6342
175,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,ExtraTreesClassifier,0.8067,0.5356,0.6766,0.7143,0.6949
176,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,AdaBoostClassifier,0.7927,0.4615,0.5413,0.7523,0.6296
177,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,DecisionTreeClassifier,0.7734,0.5433,0.6568,0.6503,0.6535
178,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,KNeighborsClassifier,0.7626,0.4757,0.5215,0.6752,0.5885
179,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,RidgeClassifier,0.7282,,0.4257,0.6202,0.5049
180,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,LinearDiscriminantAnalysis,0.7218,0.3677,0.4389,0.5991,0.5067
181,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,LogisticRegression,0.7218,0.3868,0.4257,0.6028,0.499
182,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,GaussianNB,0.6896,0.4176,0.5215,0.5232,0.5223
183,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,DummyClassifier,0.6745,0.5,0.0,0.0,0.0
184,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,MLPClassifier,0.6745,0.3334,0.0,0.0,0.0
185,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,QuadraticDiscriminantAnalysis,0.7035,0.5412,0.5974,0.5403,0.5674
186,Employee.csv,Missing,0.4,ExperienceInCurrentDomain,SGDClassifier,0.6745,,0.0,0.0,0.0
187,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,GradientBoostingClassifier,0.8206,0.5802,0.6304,0.7764,0.6958
188,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,CatBoostClassifier,0.8357,0.6184,0.6667,0.7953,0.7253
189,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,SVC,0.7959,0.4942,0.5545,0.7534,0.6388
190,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,RandomForestClassifier,0.7905,0.5951,0.6667,0.6824,0.6745
191,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,GaussianProcessClassifier,0.783,0.4158,0.5116,0.7416,0.6055
192,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,AdaBoostClassifier,0.797,0.4748,0.5512,0.7591,0.6386
193,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,ExtraTreesClassifier,0.7948,0.5431,0.6601,0.6944,0.6768
194,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,DecisionTreeClassifier,0.7873,0.5378,0.67,0.6744,0.6722
195,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,KNeighborsClassifier,0.7605,0.457,0.5248,0.6681,0.5878
196,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,RidgeClassifier,0.7282,,0.429,0.619,0.5068
197,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,LinearDiscriminantAnalysis,0.7218,0.368,0.4389,0.5991,0.5067
198,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,LogisticRegression,0.7207,0.3874,0.4257,0.6,0.4981
199,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,GaussianNB,0.6874,0.4106,0.5116,0.5201,0.5158
200,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,DummyClassifier,0.6745,0.5,0.0,0.0,0.0
201,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,MLPClassifier,0.5682,0.644,0.7327,0.4088,0.5248
202,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,QuadraticDiscriminantAnalysis,0.7143,0.4829,0.5248,0.5658,0.5445
203,Employee.csv,Missing,0.6,ExperienceInCurrentDomain,SGDClassifier,0.6745,,0.0,0.0,0.0
204,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,CatBoostClassifier,0.8324,0.6055,0.637,0.8075,0.7122
205,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,GradientBoostingClassifier,0.8281,0.5712,0.6205,0.8069,0.7015
206,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,SVC,0.8002,0.4783,0.538,0.7799,0.6367
207,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,RandomForestClassifier,0.811,0.5952,0.6865,0.7197,0.7027
208,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,GaussianProcessClassifier,0.7852,0.409,0.5116,0.7488,0.6078
209,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,ExtraTreesClassifier,0.797,0.5098,0.6865,0.6887,0.6876
210,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,AdaBoostClassifier,0.7981,0.4576,0.5314,0.7778,0.6314
211,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,DecisionTreeClassifier,0.7615,0.5266,0.6733,0.6239,0.6476
212,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,KNeighborsClassifier,0.7723,0.4559,0.4983,0.7156,0.5875
213,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,RidgeClassifier,0.725,,0.4224,0.6124,0.5
214,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,LinearDiscriminantAnalysis,0.7218,0.3701,0.4356,0.6,0.5048
215,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,LogisticRegression,0.7218,0.387,0.4257,0.6028,0.499
216,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,GaussianNB,0.6992,0.3771,0.5083,0.5404,0.5238
217,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,MLPClassifier,0.6745,0.3273,0.0,0.0,0.0
218,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,DummyClassifier,0.6745,0.5,0.0,0.0,0.0
219,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,QuadraticDiscriminantAnalysis,0.681,0.5246,0.5347,0.5094,0.5217
220,Employee.csv,Missing,0.8,ExperienceInCurrentDomain,SGDClassifier,0.6745,,0.0,0.0,0.0
221,Employee.csv,Missing,0.2,PaymentTier,CatBoostClassifier,0.8346,0.6266,0.6667,0.7922,0.724
222,Employee.csv,Missing,0.2,PaymentTier,GradientBoostingClassifier,0.8303,0.5949,0.6535,0.7888,0.7148
223,Employee.csv,Missing,0.2,PaymentTier,RandomForestClassifier,0.8077,0.6069,0.6832,0.7138,0.6981
224,Employee.csv,Missing,0.2,PaymentTier,SVC,0.7981,0.4977,0.5743,0.7468,0.6493
225,Employee.csv,Missing,0.2,PaymentTier,ExtraTreesClassifier,0.7991,0.5424,0.6766,0.6973,0.6868
226,Employee.csv,Missing,0.2,PaymentTier,GaussianProcessClassifier,0.7884,0.4085,0.5347,0.7431,0.6219
227,Employee.csv,Missing,0.2,PaymentTier,AdaBoostClassifier,0.7981,0.4566,0.5545,0.7602,0.6412
228,Employee.csv,Missing,0.2,PaymentTier,DecisionTreeClassifier,0.7798,0.5499,0.6601,0.6623,0.6612
229,Employee.csv,Missing,0.2,PaymentTier,KNeighborsClassifier,0.7637,0.461,0.5446,0.668,0.6
230,Employee.csv,Missing,0.2,PaymentTier,LinearDiscriminantAnalysis,0.7207,0.3696,0.4389,0.5964,0.5057
231,Employee.csv,Missing,0.2,PaymentTier,RidgeClassifier,0.725,,0.4356,0.6083,0.5077
232,Employee.csv,Missing,0.2,PaymentTier,LogisticRegression,0.7207,0.3882,0.4323,0.5982,0.5019
233,Employee.csv,Missing,0.2,PaymentTier,GaussianNB,0.6874,0.4253,0.5314,0.5194,0.5253
234,Employee.csv,Missing,0.2,PaymentTier,DummyClassifier,0.6745,0.5,0.0,0.0,0.0
235,Employee.csv,Missing,0.2,PaymentTier,MLPClassifier,0.6745,0.3339,0.0,0.0,0.0
