",",experiment_run,datasetName,errorType,percentage,feature,modelName,Accuracy,Auc,Recall,Precision,F1,AMI,SILHOUETTE,K
1139,7,satimage_sample3600.csv,outlier,0.2,[A13attr],Hierarchical Clustering,,,,,,0.4325,0.3453,4.0
1140,7,satimage_sample3600.csv,outlier,0.3,[A13attr],K-Means,,,,,,0.4217,0.3461,4.0
1141,7,satimage_sample3600.csv,outlier,0.3,[A13attr],HDBSCAN,,,,,,0.4493,0.1597,9.0
1142,7,satimage_sample3600.csv,outlier,0.3,[A13attr],Gaussian Mixture Model,,,,,,0.3938,0.1748,5.0
1143,7,satimage_sample3600.csv,outlier,0.3,[A13attr],BIRCH,,,,,,0.3918,0.4174,3.0
1144,7,satimage_sample3600.csv,outlier,0.3,[A13attr],Hierarchical Clustering,,,,,,0.4152,0.3434,4.0
1145,7,satimage_sample3600.csv,outlier,0.4,[A13attr],K-Means,,,,,,0.4308,0.465,3.0
1146,7,satimage_sample3600.csv,outlier,0.4,[A13attr],HDBSCAN,,,,,,0.4396,0.1363,9.0
1147,7,satimage_sample3600.csv,outlier,0.4,[A13attr],Gaussian Mixture Model,,,,,,0.5158,0.08,5.0
1148,7,satimage_sample3600.csv,outlier,0.4,[A13attr],BIRCH,,,,,,0.2541,0.4919,2.0
1149,7,satimage_sample3600.csv,outlier,0.4,[A13attr],Hierarchical Clustering,,,,,,0.4227,0.4603,3.0
1150,7,satimage_sample3600.csv,outlier,0.5,[A13attr],K-Means,,,,,,0.252,0.5005,2.0
1151,7,satimage_sample3600.csv,outlier,0.5,[A13attr],HDBSCAN,,,,,,0.4482,0.162,9.0
1152,7,satimage_sample3600.csv,outlier,0.5,[A13attr],Gaussian Mixture Model,,,,,,0.3178,0.015,4.0
1153,7,satimage_sample3600.csv,outlier,0.5,[A13attr],BIRCH,,,,,,0.2599,0.4861,2.0
1154,7,satimage_sample3600.csv,outlier,0.5,[A13attr],Hierarchical Clustering,,,,,,0.252,0.5005,2.0
1155,7,satimage_sample3600.csv,outlier,0.6,[A13attr],K-Means,,,,,,0.2763,0.3578,2.0
1156,7,satimage_sample3600.csv,outlier,0.6,[A13attr],HDBSCAN,,,,,,0.3399,0.0404,5.0
1157,7,satimage_sample3600.csv,outlier,0.6,[A13attr],Gaussian Mixture Model,,,,,,0.4597,0.1084,5.0
1158,7,satimage_sample3600.csv,outlier,0.6,[A13attr],BIRCH,,,,,,0.0,,1.0
1159,7,satimage_sample3600.csv,outlier,0.6,[A13attr],Hierarchical Clustering,,,,,,0.1434,0.4737,2.0
1160,7,satimage_sample3600.csv,outlier,0.7,[A13attr],K-Means,,,,,,0.0033,0.2983,2.0
1161,7,satimage_sample3600.csv,outlier,0.7,[A13attr],HDBSCAN,,,,,,0.4431,0.1882,8.0
1162,7,satimage_sample3600.csv,outlier,0.7,[A13attr],Gaussian Mixture Model,,,,,,0.4131,0.0486,5.0
1163,7,satimage_sample3600.csv,outlier,0.7,[A13attr],BIRCH,,,,,,0.0163,0.2513,2.0
1164,7,satimage_sample3600.csv,outlier,0.7,[A13attr],Hierarchical Clustering,,,,,,0.019,0.2076,2.0
1165,7,satimage_sample3600.csv,outlier,0.8,[A13attr],K-Means,,,,,,0.0,,1.0
1166,7,satimage_sample3600.csv,outlier,0.8,[A13attr],HDBSCAN,,,,,,0.2373,0.5049,2.0
1167,7,satimage_sample3600.csv,outlier,0.8,[A13attr],Gaussian Mixture Model,,,,,,0.4928,0.0858,5.0
1168,7,satimage_sample3600.csv,outlier,0.8,[A13attr],BIRCH,,,,,,0.0,,1.0
1169,7,satimage_sample3600.csv,outlier,0.8,[A13attr],Hierarchical Clustering,,,,,,0.0,,1.0
1170,7,satimage_sample3600.csv,outlier,0.9,[A13attr],K-Means,,,,,,0.0,,1.0
1171,7,satimage_sample3600.csv,outlier,0.9,[A13attr],HDBSCAN,,,,,,0.2728,0.2055,3.0
1172,7,satimage_sample3600.csv,outlier,0.9,[A13attr],Gaussian Mixture Model,,,,,,0.4592,0.0845,5.0
1173,7,satimage_sample3600.csv,outlier,0.9,[A13attr],BIRCH,,,,,,0.2412,0.5002,2.0
1174,7,satimage_sample3600.csv,outlier,0.9,[A13attr],Hierarchical Clustering,,,,,,0.2567,0.3353,2.0
1175,7,satimage_sample3600.csv,outlier,0.1,[B14attr],K-Means,,,,,,0.5291,0.336,5.0
1176,7,satimage_sample3600.csv,outlier,0.1,[B14attr],HDBSCAN,,,,,,0.3128,0.0293,6.0
1177,7,satimage_sample3600.csv,outlier,0.1,[B14attr],Gaussian Mixture Model,,,,,,0.5459,0.1699,5.0
1178,7,satimage_sample3600.csv,outlier,0.1,[B14attr],BIRCH,,,,,,0.4176,0.3287,4.0
1179,7,satimage_sample3600.csv,outlier,0.1,[B14attr],Hierarchical Clustering,,,,,,0.5643,0.335,6.0
1180,7,satimage_sample3600.csv,outlier,0.2,[B14attr],K-Means,,,,,,0.5238,0.3277,5.0
1181,7,satimage_sample3600.csv,outlier,0.2,[B14attr],HDBSCAN,,,,,,0.2546,0.3505,3.0
1182,7,satimage_sample3600.csv,outlier,0.2,[B14attr],Gaussian Mixture Model,,,,,,0.5215,0.0092,5.0
1183,7,satimage_sample3600.csv,outlier,0.2,[B14attr],BIRCH,,,,,,0.3771,0.3119,4.0
1184,7,satimage_sample3600.csv,outlier,0.2,[B14attr],Hierarchical Clustering,,,,,,0.4326,0.3449,4.0
1185,7,satimage_sample3600.csv,outlier,0.3,[B14attr],K-Means,,,,,,0.4204,0.4638,3.0
1186,7,satimage_sample3600.csv,outlier,0.3,[B14attr],HDBSCAN,,,,,,0.2764,0.2583,3.0
1187,7,satimage_sample3600.csv,outlier,0.3,[B14attr],Gaussian Mixture Model,,,,,,0.4586,0.0899,5.0
1188,7,satimage_sample3600.csv,outlier,0.3,[B14attr],BIRCH,,,,,,0.4314,0.4443,3.0
1189,7,satimage_sample3600.csv,outlier,0.3,[B14attr],Hierarchical Clustering,,,,,,0.4339,0.3465,4.0
1190,7,satimage_sample3600.csv,outlier,0.4,[B14attr],K-Means,,,,,,0.252,0.5005,2.0
1191,7,satimage_sample3600.csv,outlier,0.4,[B14attr],HDBSCAN,,,,,,0.275,0.2603,3.0
1192,7,satimage_sample3600.csv,outlier,0.4,[B14attr],Gaussian Mixture Model,,,,,,0.2923,0.0163,4.0
1193,7,satimage_sample3600.csv,outlier,0.4,[B14attr],BIRCH,,,,,,0.2518,0.4878,2.0
1194,7,satimage_sample3600.csv,outlier,0.4,[B14attr],Hierarchical Clustering,,,,,,0.4236,0.4605,3.0
1195,7,satimage_sample3600.csv,outlier,0.5,[B14attr],K-Means,,,,,,0.4177,0.4621,3.0
1196,7,satimage_sample3600.csv,outlier,0.5,[B14attr],HDBSCAN,,,,,,0.2719,0.258,3.0
1197,7,satimage_sample3600.csv,outlier,0.5,[B14attr],Gaussian Mixture Model,,,,,,0.5003,0.1199,4.0
1198,7,satimage_sample3600.csv,outlier,0.5,[B14attr],BIRCH,,,,,,0.2546,0.4898,2.0
1199,7,satimage_sample3600.csv,outlier,0.5,[B14attr],Hierarchical Clustering,,,,,,0.252,0.5005,2.0
1200,7,satimage_sample3600.csv,outlier,0.6,[B14attr],K-Means,,,,,,0.2144,0.5086,2.0
1201,7,satimage_sample3600.csv,outlier,0.6,[B14attr],HDBSCAN,,,,,,0.2705,0.2601,3.0
1202,7,satimage_sample3600.csv,outlier,0.6,[B14attr],Gaussian Mixture Model,,,,,,0.2591,-0.0133,4.0
1203,7,satimage_sample3600.csv,outlier,0.6,[B14attr],BIRCH,,,,,,0.2144,0.5057,2.0
1204,7,satimage_sample3600.csv,outlier,0.6,[B14attr],Hierarchical Clustering,,,,,,0.2371,0.5061,2.0
1205,7,satimage_sample3600.csv,outlier,0.7,[B14attr],K-Means,,,,,,0.1647,0.5072,2.0
1206,7,satimage_sample3600.csv,outlier,0.7,[B14attr],HDBSCAN,,,,,,0.2668,0.2587,3.0
1207,7,satimage_sample3600.csv,outlier,0.7,[B14attr],Gaussian Mixture Model,,,,,,0.4677,-0.0454,5.0
1208,7,satimage_sample3600.csv,outlier,0.7,[B14attr],BIRCH,,,,,,0.0056,0.1979,2.0
1209,7,satimage_sample3600.csv,outlier,0.7,[B14attr],Hierarchical Clustering,,,,,,0.0,,1.0
1210,7,satimage_sample3600.csv,outlier,0.8,[B14attr],K-Means,,,,,,0.193,0.506,2.0
1211,7,satimage_sample3600.csv,outlier,0.8,[B14attr],HDBSCAN,,,,,,0.2608,0.2598,3.0
1212,7,satimage_sample3600.csv,outlier,0.8,[B14attr],Gaussian Mixture Model,,,,,,0.4822,0.048,5.0
1213,7,satimage_sample3600.csv,outlier,0.8,[B14attr],BIRCH,,,,,,0.2467,0.5034,2.0
1214,7,satimage_sample3600.csv,outlier,0.8,[B14attr],Hierarchical Clustering,,,,,,0.0,,1.0
1215,7,satimage_sample3600.csv,outlier,0.9,[B14attr],K-Means,,,,,,0.1191,0.4919,2.0
1216,7,satimage_sample3600.csv,outlier,0.9,[B14attr],HDBSCAN,,,,,,0.2443,0.2558,3.0
1217,7,satimage_sample3600.csv,outlier,0.9,[B14attr],Gaussian Mixture Model,,,,,,0.4664,0.0582,5.0
1218,7,satimage_sample3600.csv,outlier,0.9,[B14attr],BIRCH,,,,,,0.0,,1.0
1219,7,satimage_sample3600.csv,outlier,0.9,[B14attr],Hierarchical Clustering,,,,,,0.1377,0.4965,2.0
1220,7,satimage_sample3600.csv,outlier,0.1,[A19attr],K-Means,,,,,,0.4813,0.3365,5.0
1221,7,satimage_sample3600.csv,outlier,0.1,[A19attr],HDBSCAN,,,,,,0.4926,0.2193,10.0
1222,7,satimage_sample3600.csv,outlier,0.1,[A19attr],Gaussian Mixture Model,,,,,,0.5593,0.1589,5.0
1223,7,satimage_sample3600.csv,outlier,0.1,[A19attr],BIRCH,,,,,,0.47,0.3214,4.0
1224,7,satimage_sample3600.csv,outlier,0.1,[A19attr],Hierarchical Clustering,,,,,,0.5656,0.3419,6.0
1225,7,satimage_sample3600.csv,outlier,0.2,[A19attr],K-Means,,,,,,0.4242,0.4647,3.0
1226,7,satimage_sample3600.csv,outlier,0.2,[A19attr],HDBSCAN,,,,,,0.4918,0.2481,8.0
1227,7,satimage_sample3600.csv,outlier,0.2,[A19attr],Gaussian Mixture Model,,,,,,0.4821,0.071,5.0
1228,7,satimage_sample3600.csv,outlier,0.2,[A19attr],BIRCH,,,,,,0.4528,0.3504,4.0
1229,7,satimage_sample3600.csv,outlier,0.2,[A19attr],Hierarchical Clustering,,,,,,0.4372,0.3624,4.0
1230,7,satimage_sample3600.csv,outlier,0.3,[A19attr],K-Means,,,,,,0.4201,0.3462,4.0
1231,7,satimage_sample3600.csv,outlier,0.3,[A19attr],HDBSCAN,,,,,,0.4963,0.2613,7.0
1232,7,satimage_sample3600.csv,outlier,0.3,[A19attr],Gaussian Mixture Model,,,,,,0.4225,-0.0241,6.0
1233,7,satimage_sample3600.csv,outlier,0.3,[A19attr],BIRCH,,,,,,0.4129,0.4452,3.0
1234,7,satimage_sample3600.csv,outlier,0.3,[A19attr],Hierarchical Clustering,,,,,,0.4172,0.3425,4.0
1235,7,satimage_sample3600.csv,outlier,0.4,[A19attr],K-Means,,,,,,0.4258,0.4646,3.0
1236,7,satimage_sample3600.csv,outlier,0.4,[A19attr],HDBSCAN,,,,,,0.4901,0.1759,9.0
1237,7,satimage_sample3600.csv,outlier,0.4,[A19attr],Gaussian Mixture Model,,,,,,0.3887,0.1184,6.0
1238,7,satimage_sample3600.csv,outlier,0.4,[A19attr],BIRCH,,,,,,0.2233,0.5006,2.0
1239,7,satimage_sample3600.csv,outlier,0.4,[A19attr],Hierarchical Clustering,,,,,,0.4231,0.4647,3.0
1240,7,satimage_sample3600.csv,outlier,0.5,[A19attr],K-Means,,,,,,0.4145,0.4624,3.0
1241,7,satimage_sample3600.csv,outlier,0.5,[A19attr],HDBSCAN,,,,,,0.2543,0.4965,2.0
1242,7,satimage_sample3600.csv,outlier,0.5,[A19attr],Gaussian Mixture Model,,,,,,0.327,-0.0886,6.0
1243,7,satimage_sample3600.csv,outlier,0.5,[A19attr],BIRCH,,,,,,0.2621,0.4936,2.0
1244,7,satimage_sample3600.csv,outlier,0.5,[A19attr],Hierarchical Clustering,,,,,,0.4061,0.4598,3.0
1245,7,satimage_sample3600.csv,outlier,0.6,[A19attr],K-Means,,,,,,0.2721,0.3648,2.0
1246,7,satimage_sample3600.csv,outlier,0.6,[A19attr],HDBSCAN,,,,,,0.4962,0.2592,6.0
1247,7,satimage_sample3600.csv,outlier,0.6,[A19attr],Gaussian Mixture Model,,,,,,0.4435,0.0198,6.0
1248,7,satimage_sample3600.csv,outlier,0.6,[A19attr],BIRCH,,,,,,0.2519,0.4986,2.0
1249,7,satimage_sample3600.csv,outlier,0.6,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
1250,7,satimage_sample3600.csv,outlier,0.7,[A19attr],K-Means,,,,,,0.0,,1.0
1251,7,satimage_sample3600.csv,outlier,0.7,[A19attr],HDBSCAN,,,,,,0.2557,0.4877,2.0
1252,7,satimage_sample3600.csv,outlier,0.7,[A19attr],Gaussian Mixture Model,,,,,,0.4623,0.0803,5.0
1253,7,satimage_sample3600.csv,outlier,0.7,[A19attr],BIRCH,,,,,,0.0,,1.0
1254,7,satimage_sample3600.csv,outlier,0.7,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
1255,7,satimage_sample3600.csv,outlier,0.8,[A19attr],K-Means,,,,,,0.2133,0.485,2.0
1256,7,satimage_sample3600.csv,outlier,0.8,[A19attr],HDBSCAN,,,,,,0.251,0.1677,3.0
1257,7,satimage_sample3600.csv,outlier,0.8,[A19attr],Gaussian Mixture Model,,,,,,0.4334,0.0747,5.0
1258,7,satimage_sample3600.csv,outlier,0.8,[A19attr],BIRCH,,,,,,0.0,,1.0
1259,7,satimage_sample3600.csv,outlier,0.8,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
1260,7,satimage_sample3600.csv,outlier,0.9,[A19attr],K-Means,,,,,,0.0,,1.0
1261,7,satimage_sample3600.csv,outlier,0.9,[A19attr],HDBSCAN,,,,,,0.2577,0.1285,3.0
1262,7,satimage_sample3600.csv,outlier,0.9,[A19attr],Gaussian Mixture Model,,,,,,0.4745,0.0809,5.0
1263,7,satimage_sample3600.csv,outlier,0.9,[A19attr],BIRCH,,,,,,0.0,,1.0
1264,7,satimage_sample3600.csv,outlier,0.9,[A19attr],Hierarchical Clustering,,,,,,0.0,,1.0
1265,7,satimage_sample3600.csv,outlier,0.1,[F24attr],K-Means,,,,,,0.5602,0.3435,6.0
1266,7,satimage_sample3600.csv,outlier,0.1,[F24attr],HDBSCAN,,,,,,0.4483,0.1726,10.0
1267,7,satimage_sample3600.csv,outlier,0.1,[F24attr],Gaussian Mixture Model,,,,,,0.5281,0.0579,6.0
1268,7,satimage_sample3600.csv,outlier,0.1,[F24attr],BIRCH,,,,,,0.407,0.3066,5.0
1269,7,satimage_sample3600.csv,outlier,0.1,[F24attr],Hierarchical Clustering,,,,,,0.5171,0.3345,6.0
1270,7,satimage_sample3600.csv,outlier,0.2,[F24attr],K-Means,,,,,,0.5068,0.3214,6.0
1271,7,satimage_sample3600.csv,outlier,0.2,[F24attr],HDBSCAN,,,,,,0.2476,0.2826,3.0
1272,7,satimage_sample3600.csv,outlier,0.2,[F24attr],Gaussian Mixture Model,,,,,,0.4716,-0.0366,5.0
1273,7,satimage_sample3600.csv,outlier,0.2,[F24attr],BIRCH,,,,,,0.3818,0.4333,3.0
1274,7,satimage_sample3600.csv,outlier,0.2,[F24attr],Hierarchical Clustering,,,,,,0.4136,0.33,5.0
1275,7,satimage_sample3600.csv,outlier,0.3,[F24attr],K-Means,,,,,,0.4273,0.3472,4.0
1276,7,satimage_sample3600.csv,outlier,0.3,[F24attr],HDBSCAN,,,,,,0.2476,0.2826,3.0
1277,7,satimage_sample3600.csv,outlier,0.3,[F24attr],Gaussian Mixture Model,,,,,,0.4439,-0.0407,5.0
1278,7,satimage_sample3600.csv,outlier,0.3,[F24attr],BIRCH,,,,,,0.3932,0.4301,3.0
1279,7,satimage_sample3600.csv,outlier,0.3,[F24attr],Hierarchical Clustering,,,,,,0.428,0.4648,3.0
1280,7,satimage_sample3600.csv,outlier,0.4,[F24attr],K-Means,,,,,,0.4218,0.4639,3.0
1281,7,satimage_sample3600.csv,outlier,0.4,[F24attr],HDBSCAN,,,,,,0.2451,0.3657,3.0
1282,7,satimage_sample3600.csv,outlier,0.4,[F24attr],Gaussian Mixture Model,,,,,,0.4922,-0.0752,5.0
1283,7,satimage_sample3600.csv,outlier,0.4,[F24attr],BIRCH,,,,,,0.2325,0.5071,2.0
1284,7,satimage_sample3600.csv,outlier,0.4,[F24attr],Hierarchical Clustering,,,,,,0.4143,0.4584,3.0
1285,7,satimage_sample3600.csv,outlier,0.5,[F24attr],K-Means,,,,,,0.2325,0.503,2.0
1286,7,satimage_sample3600.csv,outlier,0.5,[F24attr],HDBSCAN,,,,,,0.2476,0.2826,3.0
1287,7,satimage_sample3600.csv,outlier,0.5,[F24attr],Gaussian Mixture Model,,,,,,0.2869,-0.0937,5.0
1288,7,satimage_sample3600.csv,outlier,0.5,[F24attr],BIRCH,,,,,,0.2373,0.503,2.0
1289,7,satimage_sample3600.csv,outlier,0.5,[F24attr],Hierarchical Clustering,,,,,,0.252,0.5005,2.0
1290,7,satimage_sample3600.csv,outlier,0.6,[F24attr],K-Means,,,,,,0.0,,1.0
1291,7,satimage_sample3600.csv,outlier,0.6,[F24attr],HDBSCAN,,,,,,0.2437,0.1089,4.0
1292,7,satimage_sample3600.csv,outlier,0.6,[F24attr],Gaussian Mixture Model,,,,,,0.2581,-0.0132,5.0
1293,7,satimage_sample3600.csv,outlier,0.6,[F24attr],BIRCH,,,,,,0.0,,1.0
1294,7,satimage_sample3600.csv,outlier,0.6,[F24attr],Hierarchical Clustering,,,,,,0.2234,0.4985,2.0
1295,7,satimage_sample3600.csv,outlier,0.7,[F24attr],K-Means,,,,,,0.0,,1.0
1296,7,satimage_sample3600.csv,outlier,0.7,[F24attr],HDBSCAN,,,,,,0.249,0.2165,3.0
1297,7,satimage_sample3600.csv,outlier,0.7,[F24attr],Gaussian Mixture Model,,,,,,0.2508,-0.1229,5.0
1298,7,satimage_sample3600.csv,outlier,0.7,[F24attr],BIRCH,,,,,,0.0,,1.0
1299,7,satimage_sample3600.csv,outlier,0.7,[F24attr],Hierarchical Clustering,,,,,,0.2188,0.5012,2.0
1300,7,satimage_sample3600.csv,outlier,0.8,[F24attr],K-Means,,,,,,0.0,,1.0
1301,7,satimage_sample3600.csv,outlier,0.8,[F24attr],HDBSCAN,,,,,,0.2393,0.2318,3.0
1302,7,satimage_sample3600.csv,outlier,0.8,[F24attr],Gaussian Mixture Model,,,,,,0.4866,0.0613,5.0
1303,7,satimage_sample3600.csv,outlier,0.8,[F24attr],BIRCH,,,,,,0.0,,1.0
1304,7,satimage_sample3600.csv,outlier,0.8,[F24attr],Hierarchical Clustering,,,,,,0.0,,1.0
1305,7,satimage_sample3600.csv,outlier,0.9,[F24attr],K-Means,,,,,,0.2353,0.4281,2.0
1306,7,satimage_sample3600.csv,outlier,0.9,[F24attr],HDBSCAN,,,,,,0.2371,0.5075,2.0
1307,7,satimage_sample3600.csv,outlier,0.9,[F24attr],Gaussian Mixture Model,,,,,,0.4856,0.1148,4.0
1308,7,satimage_sample3600.csv,outlier,0.9,[F24attr],BIRCH,,,,,,0.0,,1.0
1309,7,satimage_sample3600.csv,outlier,0.9,[F24attr],Hierarchical Clustering,,,,,,0.2725,0.3289,2.0
1310,7,satimage_sample3600.csv,outlier,0.1,[F30attr],K-Means,,,,,,0.5342,0.33,6.0
1311,7,satimage_sample3600.csv,outlier,0.1,[F30attr],HDBSCAN,,,,,,0.2802,0.0929,7.0
1312,7,satimage_sample3600.csv,outlier,0.1,[F30attr],Gaussian Mixture Model,,,,,,0.57,0.1882,5.0
1313,7,satimage_sample3600.csv,outlier,0.1,[F30attr],BIRCH,,,,,,0.4266,0.3037,5.0
1314,7,satimage_sample3600.csv,outlier,0.1,[F30attr],Hierarchical Clustering,,,,,,0.4277,0.329,6.0
1315,7,satimage_sample3600.csv,outlier,0.2,[F30attr],K-Means,,,,,,0.421,0.3342,5.0
1316,7,satimage_sample3600.csv,outlier,0.2,[F30attr],HDBSCAN,,,,,,0.247,0.152,5.0
1317,7,satimage_sample3600.csv,outlier,0.2,[F30attr],Gaussian Mixture Model,,,,,,0.4208,-0.0529,6.0
1318,7,satimage_sample3600.csv,outlier,0.2,[F30attr],BIRCH,,,,,,0.4139,0.3773,4.0
1319,7,satimage_sample3600.csv,outlier,0.2,[F30attr],Hierarchical Clustering,,,,,,0.4161,0.3297,6.0
1320,7,satimage_sample3600.csv,outlier,0.3,[F30attr],K-Means,,,,,,0.42,0.415,4.0
1321,7,satimage_sample3600.csv,outlier,0.3,[F30attr],HDBSCAN,,,,,,0.2951,0.0286,6.0
1322,7,satimage_sample3600.csv,outlier,0.3,[F30attr],Gaussian Mixture Model,,,,,,0.475,-0.0067,5.0
1323,7,satimage_sample3600.csv,outlier,0.3,[F30attr],BIRCH,,,,,,0.4043,0.3803,4.0
1324,7,satimage_sample3600.csv,outlier,0.3,[F30attr],Hierarchical Clustering,,,,,,0.4255,0.3457,4.0
1325,7,satimage_sample3600.csv,outlier,0.4,[F30attr],K-Means,,,,,,0.4205,0.4148,4.0
1326,7,satimage_sample3600.csv,outlier,0.4,[F30attr],HDBSCAN,,,,,,0.3094,-0.0057,8.0
1327,7,satimage_sample3600.csv,outlier,0.4,[F30attr],Gaussian Mixture Model,,,,,,0.4724,-0.0209,5.0
1328,7,satimage_sample3600.csv,outlier,0.4,[F30attr],BIRCH,,,,,,0.2654,0.4175,3.0
1329,7,satimage_sample3600.csv,outlier,0.4,[F30attr],Hierarchical Clustering,,,,,,0.4185,0.4147,4.0
1330,7,satimage_sample3600.csv,outlier,0.5,[F30attr],K-Means,,,,,,0.3986,0.4526,3.0
1331,7,satimage_sample3600.csv,outlier,0.5,[F30attr],HDBSCAN,,,,,,0.2948,0.0206,6.0
1332,7,satimage_sample3600.csv,outlier,0.5,[F30attr],Gaussian Mixture Model,,,,,,0.4511,0.0153,6.0
1333,7,satimage_sample3600.csv,outlier,0.5,[F30attr],BIRCH,,,,,,0.2679,0.4724,2.0
1334,7,satimage_sample3600.csv,outlier,0.5,[F30attr],Hierarchical Clustering,,,,,,0.247,0.5016,2.0
1335,7,satimage_sample3600.csv,outlier,0.6,[F30attr],K-Means,,,,,,0.2188,0.4983,2.0
1336,7,satimage_sample3600.csv,outlier,0.6,[F30attr],HDBSCAN,,,,,,0.2909,0.0285,6.0
1337,7,satimage_sample3600.csv,outlier,0.6,[F30attr],Gaussian Mixture Model,,,,,,0.5018,0.1233,4.0
1338,7,satimage_sample3600.csv,outlier,0.6,[F30attr],BIRCH,,,,,,0.0007,0.065,2.0
1339,7,satimage_sample3600.csv,outlier,0.6,[F30attr],Hierarchical Clustering,,,,,,0.0,,1.0
1340,7,satimage_sample3600.csv,outlier,0.7,[F30attr],K-Means,,,,,,0.1604,0.4926,2.0
1341,7,satimage_sample3600.csv,outlier,0.7,[F30attr],HDBSCAN,,,,,,0.2931,0.0232,6.0
1342,7,satimage_sample3600.csv,outlier,0.7,[F30attr],Gaussian Mixture Model,,,,,,0.4702,0.1165,4.0
1343,7,satimage_sample3600.csv,outlier,0.7,[F30attr],BIRCH,,,,,,0.2345,0.4939,2.0
1344,7,satimage_sample3600.csv,outlier,0.7,[F30attr],Hierarchical Clustering,,,,,,0.0063,0.2159,2.0
1345,7,satimage_sample3600.csv,outlier,0.8,[F30attr],K-Means,,,,,,0.0,,1.0
1346,7,satimage_sample3600.csv,outlier,0.8,[F30attr],HDBSCAN,,,,,,0.4364,0.2508,6.0
1347,7,satimage_sample3600.csv,outlier,0.8,[F30attr],Gaussian Mixture Model,,,,,,0.4699,0.0862,5.0
1348,7,satimage_sample3600.csv,outlier,0.8,[F30attr],BIRCH,,,,,,0.2345,0.4939,2.0
1349,7,satimage_sample3600.csv,outlier,0.8,[F30attr],Hierarchical Clustering,,,,,,0.0,,1.0
1350,7,satimage_sample3600.csv,outlier,0.9,[F30attr],K-Means,,,,,,0.0,,1.0
1351,7,satimage_sample3600.csv,outlier,0.9,[F30attr],HDBSCAN,,,,,,0.3045,0.1142,3.0
1352,7,satimage_sample3600.csv,outlier,0.9,[F30attr],Gaussian Mixture Model,,,,,,0.4729,0.0848,5.0
1353,7,satimage_sample3600.csv,outlier,0.9,[F30attr],BIRCH,,,,,,0.0,,1.0
1354,7,satimage_sample3600.csv,outlier,0.9,[F30attr],Hierarchical Clustering,,,,,,0.2197,0.4765,2.0
1355,7,satimage_sample3600.csv,noise,0.1,[Aattr],K-Means,,,,,,0.5318,0.3358,6.0
1356,7,satimage_sample3600.csv,noise,0.1,[Aattr],HDBSCAN,,,,,,0.2494,0.3213,3.0
1357,7,satimage_sample3600.csv,noise,0.1,[Aattr],Gaussian Mixture Model,,,,,,0.5011,0.1165,6.0
1358,7,satimage_sample3600.csv,noise,0.1,[Aattr],BIRCH,,,,,,0.5036,0.2913,6.0
1359,7,satimage_sample3600.csv,noise,0.1,[Aattr],Hierarchical Clustering,,,,,,0.5724,0.3409,6.0
1360,7,satimage_sample3600.csv,noise,0.2,[Aattr],K-Means,,,,,,0.5288,0.3343,6.0
1361,7,satimage_sample3600.csv,noise,0.2,[Aattr],HDBSCAN,,,,,,0.2462,0.3232,3.0
1362,7,satimage_sample3600.csv,noise,0.2,[Aattr],Gaussian Mixture Model,,,,,,0.4688,0.0277,6.0
1363,7,satimage_sample3600.csv,noise,0.2,[Aattr],BIRCH,,,,,,0.4785,0.267,6.0
1364,7,satimage_sample3600.csv,noise,0.2,[Aattr],Hierarchical Clustering,,,,,,0.6011,0.3523,6.0
1365,7,satimage_sample3600.csv,noise,0.3,[Aattr],K-Means,,,,,,0.5886,0.3547,6.0
1366,7,satimage_sample3600.csv,noise,0.3,[Aattr],HDBSCAN,,,,,,0.245,0.2647,4.0
1367,7,satimage_sample3600.csv,noise,0.3,[Aattr],Gaussian Mixture Model,,,,,,0.506,0.0486,6.0
1368,7,satimage_sample3600.csv,noise,0.3,[Aattr],BIRCH,,,,,,0.5569,0.3014,6.0
1369,7,satimage_sample3600.csv,noise,0.3,[Aattr],Hierarchical Clustering,,,,,,0.5327,0.3152,6.0
1370,7,satimage_sample3600.csv,noise,0.4,[Aattr],K-Means,,,,,,0.5765,0.3524,6.0
1371,7,satimage_sample3600.csv,noise,0.4,[Aattr],HDBSCAN,,,,,,0.2493,0.4545,3.0
1372,7,satimage_sample3600.csv,noise,0.4,[Aattr],Gaussian Mixture Model,,,,,,0.5093,0.0506,6.0
1373,7,satimage_sample3600.csv,noise,0.4,[Aattr],BIRCH,,,,,,0.5687,0.2856,6.0
1374,7,satimage_sample3600.csv,noise,0.4,[Aattr],Hierarchical Clustering,,,,,,0.5438,0.3347,6.0
1375,7,satimage_sample3600.csv,noise,0.5,[Aattr],K-Means,,,,,,0.5785,0.3474,6.0
1376,7,satimage_sample3600.csv,noise,0.5,[Aattr],HDBSCAN,,,,,,0.2467,0.3806,4.0
1377,7,satimage_sample3600.csv,noise,0.5,[Aattr],Gaussian Mixture Model,,,,,,0.5236,0.0597,6.0
1378,7,satimage_sample3600.csv,noise,0.5,[Aattr],BIRCH,,,,,,0.5784,0.2756,6.0
1379,7,satimage_sample3600.csv,noise,0.5,[Aattr],Hierarchical Clustering,,,,,,0.5538,0.3525,6.0
1380,7,satimage_sample3600.csv,noise,0.6,[Aattr],K-Means,,,,,,0.5317,0.3101,6.0
